Time,GPS Speed
311.3,0.0829
311.35,0.0857
311.4,0.0995
311.45,0.0972
311.5,0.0686
311.55,0.0629
311.6,0.0943
311.65,0.1228
311.7,0.1464
311.75,0.1401
311.8,0.085
311.85,0.058
311.9,0.0766
311.95,0.0867
312,0.0829
312.05,0.0771
312.1,0.068
312.15,0.0573
312.2,0.0442
312.25,0.0428
312.3,0.0608
312.35,0.068
312.4,0.0574
312.45,0.0412
312.5,0.0158
312.55,0
312.6,0
312.65,0.0068
312.7,0.0248
312.75,0.036
312.8,0.036
312.85,0.0388
312.9,0.0463
312.95,0.0412
313,0.0158
313.05,0
313.1,0
313.15,0
313.2,0
313.25,0
313.3,0
313.35,0.0118
313.4,0.043
313.45,0.0658
313.5,0.0749
313.55,0.0771
313.6,0.068
313.65,0.071
313.7,0.0938
313.75,0.0972
313.8,0.0686
313.85,0.0565
313.9,0.0713
313.95,0.072
314,0.0498
314.05,0.036
314.1,0.036
314.15,0.0459
314.2,0.072
314.25,0.0714
314.3,0.0273
314.35,0
314.4,0
314.45,0
314.5,0
314.55,0.0256
314.6,0.0929
314.65,0.121
314.7,0.0848
314.75,0.0761
314.8,0.1123
314.85,0.1259
314.9,0.1026
314.95,0.0919
315,0.1019
315.05,0.108
315.1,0.108
315.15,0.0943
315.2,0.0583
315.25,0.0485
315.3,0.0814
315.35,0.0893
315.4,0.0564
315.45,0.0485
315.5,0.0814
315.55,0.0922
315.6,0.0667
315.65,0.0606
315.7,0.086
315.75,0.0978
315.8,0.0871
315.85,0.072
315.9,0.0498
315.95,0.041
316,0.0542
316.05,0.0732
316.1,0.1017
316.15,0.1036
316.2,0.0619
316.25,0.0459
316.3,0.072
316.35,0.0882
316.4,0.0882
316.45,0.0811
316.5,0.0625
316.55,0.0481
316.6,0.0406
316.65,0.036
316.7,0.036
316.75,0.0292
316.8,0.0112
316.85,0
316.9,0
316.95,0
317,0
317.05,0
317.1,0
317.15,0
317.2,0
317.25,0
317.3,0
317.35,0
317.4,0
317.45,0
317.5,0
317.55,0
317.6,0
317.65,0
317.7,0
317.75,0.0097
317.8,0.0351
317.85,0.0618
317.9,0.0903
317.95,0.0993
318,0.0765
318.05,0.0624
318.1,0.0624
318.15,0.0602
318.2,0.0545
318.25,0.0509
318.3,0.0509
318.35,0.0412
318.4,0.0158
318.45,0
318.5,0
318.55,0
318.6,0
318.65,0.0097
318.7,0.0351
318.75,0.0509
318.8,0.0509
318.85,0.0481
318.9,0.0406
318.95,0.0445
319,0.0667
319.05,0.0652
319.1,0.025
319.15,0.0168
319.2,0.0608
319.25,0.0833
319.3,0.0704
319.35,0.0573
319.4,0.0442
319.45,0.036
319.5,0.036
319.55,0.0292
319.6,0.0112
319.65,0
319.7,0
319.75,0
319.8,0
319.85,0
319.9,0
319.95,0
320,0
320.05,0
320.1,0
320.15,0
320.2,0
320.25,0
320.3,0
320.35,0
320.4,0
320.45,0
320.5,0
320.55,0.0068
320.6,0.0248
320.65,0.041
320.7,0.0542
320.75,0.0573
320.8,0.0442
320.85,0.0292
320.9,0.0112
320.95,0
321,0
321.05,0
321.1,0
321.15,0
321.2,0
321.25,0.0097
321.3,0.0351
321.35,0.0565
321.4,0.0713
321.45,0.0805
321.5,0.0805
321.55,0.082
321.6,0.0858
321.65,0.0867
321.7,0.0829
321.75,0.072
321.8,0.0498
321.85,0.0445
321.9,0.0667
321.95,0.0771
322,0.068
322.05,0.0658
322.1,0.0749
322.15,0.0749
322.2,0.0601
322.25,0.0606
322.3,0.086
322.35,0.0922
322.4,0.0667
322.45,0.0412
322.5,0.0158
322.55,0
322.6,0
322.65,0
322.7,0
322.75,0
322.8,0
322.85,0
322.9,0
322.95,0
323,0
323.05,0
323.1,0
323.15,0
323.2,0
323.25,0
323.3,0
323.35,0
323.4,0
323.45,0
323.5,0
323.55,0.0097
323.6,0.0351
323.65,0.0481
323.7,0.0406
323.75,0.036
323.8,0.036
323.85,0.0292
323.9,0.0112
323.95,0
324,0
324.05,0
324.1,0
324.15,0.0068
324.2,0.0248
324.25,0.0459
324.3,0.072
324.35,0.0882
324.4,0.0882
324.45,0.0714
324.5,0.0273
324.55,0.0097
324.6,0.0351
324.65,0.0412
324.7,0.0158
324.75,0
324.8,0
324.85,0
324.9,0
324.95,0.0168
325,0.0608
325.05,0.0833
325.1,0.0704
325.15,0.0624
325.2,0.0624
325.25,0.0602
325.3,0.0545
325.35,0.0509
325.4,0.0509
325.45,0.0531
325.5,0.0588
325.55,0.0505
325.6,0.0193
325.65,0.0168
325.7,0.0608
325.75,0.0811
325.8,0.0625
325.85,0.0509
325.9,0.0509
325.95,0.0531
326,0.0588
326.05,0.0673
326.1,0.0802
326.15,0.0811
326.2,0.0625
326.25,0.0509
326.3,0.0509
326.35,0.0481
326.4,0.0406
326.45,0.036
326.5,0.036
326.55,0.0388
326.6,0.0463
326.65,0.0412
326.7,0.0158
326.75,0
326.8,0
326.85,0.0097
326.9,0.0351
326.95,0.0509
327,0.0509
327.05,0.0639
327.1,0.0982
327.15,0.112
327.2,0.0926
327.25,0.072
327.3,0.0498
327.35,0.041
327.4,0.0542
327.45,0.0642
327.5,0.069
327.55,0.0583
327.6,0.0223
327.65,0
327.7,0
327.75,0
327.8,0
327.85,0
327.9,0
327.95,0.0118
328,0.043
328.05,0.071
328.1,0.0938
328.15,0.1028
328.2,0.089
328.25,0.0805
328.3,0.0805
328.35,0.0789
328.4,0.0746
328.45,0.0702
328.5,0.0653
328.55,0.0721
328.6,0.0979
328.65,0.0991
328.7,0.0601
328.75,0.041
328.8,0.0542
328.85,0.0699
328.9,0.0896
328.95,0.0893
329,0.0564
329.05,0.0445
329.1,0.0667
329.15,0.0652
329.2,0.025
329.25,0
329.3,0
329.35,0
329.4,0
329.45,0
329.5,0
329.55,0
329.6,0
329.65,0
329.7,0
329.75,0
329.8,0
329.85,0
329.9,0
329.95,0
330,0
330.05,0
330.1,0
330.15,0
330.2,0
330.25,0
330.3,0
330.35,0
330.4,0
330.45,0.0068
330.5,0.0248
330.55,0.0388
330.6,0.0463
330.65,0.0412
330.7,0.0158
330.75,0
330.8,0
330.85,0
330.9,0
330.95,0
331,0
331.05,0.0097
331.1,0.0351
331.15,0.058
331.2,0.0766
331.25,0.0882
331.3,0.0882
331.35,0.0833
331.4,0.0704
331.45,0.0742
331.5,0.1054
331.55,0.1163
331.6,0.0942
331.65,0.0942
331.7,0.1303
331.75,0.1356
331.8,0.0904
331.85,0.0624
331.9,0.0624
331.95,0.0573
332,0.0442
332.05,0.0292
332.1,0.0112
332.15,0
332.2,0
332.25,0.0097
332.3,0.0351
332.35,0.058
332.4,0.0766
332.45,0.0811
332.5,0.0625
332.55,0.0531
332.6,0.0588
332.65,0.0573
332.7,0.0442
332.75,0.0292
332.8,0.0112
332.85,0
332.9,0
332.95,0
333,0
333.05,0.0097
333.1,0.0351
333.15,0.0509
333.2,0.0509
333.25,0.0481
333.3,0.0406
333.35,0.0518
333.4,0.0935
333.45,0.1064
333.5,0.0721
333.55,0.0565
333.6,0.0713
333.65,0.0749
333.7,0.0601
333.75,0.0565
333.8,0.0713
333.85,0.0771
333.9,0.068
333.95,0.0673
334,0.0802
334.05,0.0833
334.1,0.0704
334.15,0.0624
334.2,0.0624
334.25,0.0673
334.3,0.0802
334.35,0.0811
334.4,0.0625
334.45,0.0565
334.5,0.0713
334.55,0.0889
334.6,0.111
334.65,0.1129
334.7,0.0817
334.75,0.0673
334.8,0.0802
334.85,0.0783
334.9,0.0522
334.95,0.036
335,0.036
335.05,0.0292
335.1,0.0112
335.15,0
335.2,0
335.25,0
335.3,0
335.35,0
335.4,0
335.45,0
335.5,0
335.55,0
335.6,0
335.65,0
335.7,0
335.75,0
335.8,0
335.85,0
335.9,0
335.95,0.0118
336,0.043
336.05,0.0624
336.1,0.0624
336.15,0.0505
336.2,0.0193
336.25,0.0153
336.3,0.0555
336.35,0.0805
336.4,0.0805
336.45,0.0805
336.5,0.0805
336.55,0.072
336.6,0.0498
336.65,0.0459
336.7,0.072
336.75,0.0833
336.8,0.0704
336.85,0.0573
336.9,0.0442
336.95,0.041
337,0.0542
337.05,0.0505
337.1,0.0193
337.15,0
337.2,0
337.25,0
337.3,0
337.35,0
337.4,0
337.45,0
337.5,0
337.55,0
337.6,0
337.65,0.0137
337.7,0.0497
337.75,0.072
337.8,0.072
337.85,0.0652
337.9,0.0472
337.95,0.041
338,0.0542
338.05,0.071
338.1,0.0938
338.15,0.0943
338.2,0.0583
338.25,0.0508
338.3,0.0897
338.35,0.1075
338.4,0.0908
338.45,0.0805
338.5,0.0805
338.55,0.0652
338.6,0.025
338.65,0.0068
338.7,0.0248
338.75,0.0292
338.8,0.0112
338.85,0
338.9,0
338.95,0
339,0
339.05,0
339.1,0
339.15,0
339.2,0
339.25,0
339.3,0
339.35,0
339.4,0
339.45,0.0068
339.5,0.0248
339.55,0.0292
339.6,0.0112
339.65,0.0068
339.7,0.0248
339.75,0.0292
339.8,0.0112
339.85,0
339.9,0
339.95,0
340,0
340.05,0.0068
340.1,0.0248
340.15,0.041
340.2,0.0542
340.25,0.0505
340.3,0.0193
340.35,0
340.4,0
340.45,0
340.5,0
340.55,0
340.6,0
340.65,0
340.7,0
340.75,0
340.8,0
340.85,0
340.9,0
340.95,0
341,0
341.05,0
341.1,0
341.15,0
341.2,0
341.25,0
341.3,0
341.35,0
341.4,0
341.45,0
341.5,0
341.55,0
341.6,0
341.65,0
341.7,0
341.75,0
341.8,0
341.85,0.0168
341.9,0.0608
341.95,0.0811
342,0.0625
342.05,0.0618
342.1,0.0903
342.15,0.1028
342.2,0.089
342.25,0.0749
342.3,0.0601
342.35,0.0509
342.4,0.0509
342.45,0.0481
342.5,0.0406
342.55,0.0485
342.6,0.0814
342.65,0.0893
342.7,0.0564
342.75,0.041
342.8,0.0542
342.85,0.0602
342.9,0.0545
342.95,0.0481
343,0.0406
343.05,0.036
343.1,0.036
343.15,0.0388
343.2,0.0463
343.25,0.0509
343.3,0.0509
343.35,0.0509
343.4,0.0509
343.45,0.0481
343.5,0.0406
343.55,0.0292
343.6,0.0112
343.65,0
343.7,0
343.75,0
343.8,0
343.85,0
343.9,0
343.95,0
344,0
344.05,0
344.1,0
344.15,0
344.2,0
344.25,0
344.3,0
344.35,0.0137
344.4,0.0497
344.45,0.0788
344.5,0.0968
344.55,0.1028
344.6,0.089
344.65,0.0771
344.7,0.068
344.75,0.0624
344.8,0.0624
344.85,0.0658
344.9,0.0749
344.95,0.0749
345,0.0601
345.05,0.058
345.1,0.0766
345.15,0.0833
345.2,0.0704
345.25,0.0505
345.3,0.0193
345.35,0.0068
345.4,0.0248
345.45,0.0388
345.5,0.0463
345.55,0.0565
345.6,0.0713
345.65,0.072
345.7,0.0498
345.75,0.0388
345.8,0.0463
345.85,0.0412
345.9,0.0158
345.95,0
346,0
346.05,0
346.1,0
346.15,0.0068
346.2,0.0248
346.25,0.0388
346.3,0.0463
346.35,0.0412
346.4,0.0158
346.45,0
346.5,0
346.55,0
346.6,0
346.65,0
346.7,0
346.75,0
346.8,0
346.85,0
346.9,0
346.95,0
347,0
347.05,0
347.1,0
347.15,0.0097
347.2,0.0351
347.25,0.0412
347.3,0.0158
347.35,0
347.4,0
347.45,0
347.5,0
347.55,0
347.6,0
347.65,0
347.7,0
347.75,0
347.8,0
347.85,0
347.9,0
347.95,0
348,0
348.05,0
348.1,0
348.15,0
348.2,0
348.25,0
348.3,0
348.35,0
348.4,0
348.45,0
348.5,0
348.55,0
348.6,0
348.65,0
348.7,0
348.75,0
348.8,0
348.85,0
348.9,0
348.95,0
349,0
349.05,0.0097
349.1,0.0351
349.15,0.0509
349.2,0.0509
349.25,0.058
349.3,0.0766
349.35,0.0783
349.4,0.0522
349.45,0.0388
349.5,0.0463
349.55,0.0481
349.6,0.0406
349.65,0.0292
349.7,0.0112
349.75,0
349.8,0
349.85,0
349.9,0
349.95,0
350,0
350.05,0.0168
350.1,0.0608
350.15,0.097
350.2,0.1203
350.25,0.121
350.3,0.0848
350.35,0.0602
350.4,0.0545
350.45,0.0531
350.5,0.0588
350.55,0.0505
350.6,0.0193
350.65,0
350.7,0
350.75,0
350.8,0
350.85,0.0153
350.9,0.0555
350.95,0.0771
351,0.068
351.05,0.0752
351.1,0.1089
351.15,0.1204
351.2,0.0958
351.25,0.082
351.3,0.0858
351.35,0.0714
351.4,0.0273
351.45,0.0068
351.5,0.0248
351.55,0.041
351.6,0.0542
351.65,0.0742
351.7,0.1054
351.75,0.1163
351.8,0.0942
351.85,0.082
351.9,0.0858
351.95,0.0851
352,0.077
352.05,0.0777
352.1,0.0926
352.15,0.1018
352.2,0.1018
352.25,0.0978
352.3,0.0871
352.35,0.0805
352.4,0.0805
352.45,0.0652
352.5,0.025
352.55,0.0068
352.6,0.0248
352.65,0.0292
352.7,0.0112
352.75,0
352.8,0
352.85,0
352.9,0
352.95,0
353,0
353.05,0
353.1,0
353.15,0
353.2,0
353.25,0
353.3,0
353.35,0
353.4,0
353.45,0.0153
353.5,0.0555
353.55,0.0749
353.6,0.0601
353.65,0.058
353.7,0.0766
353.75,0.0783
353.8,0.0522
353.85,0.0388
353.9,0.0463
353.95,0.0531
354,0.0588
354.05,0.0505
354.1,0.0193
354.15,0.0097
354.2,0.0351
354.25,0.0412
354.3,0.0158
354.35,0
354.4,0
354.45,0
354.5,0
354.55,0
354.6,0
354.65,0
354.7,0
354.75,0
354.8,0
354.85,0
354.9,0
354.95,0
355,0
355.05,0.0137
355.1,0.0497
355.15,0.0736
355.2,0.0779
355.25,0.0805
355.3,0.0805
355.35,0.0749
355.4,0.0601
355.45,0.0481
355.5,0.0406
355.55,0.041
355.6,0.0542
355.65,0.0624
355.7,0.0624
355.75,0.0624
355.8,0.0624
355.85,0.0602
355.9,0.0545
355.95,0.0531
356,0.0588
356.05,0.0624
356.1,0.0624
356.15,0.0602
356.2,0.0545
356.25,0.0509
356.3,0.0509
356.35,0.0412
356.4,0.0158
356.45,0.0298
356.5,0.1083
356.55,0.1498
356.6,0.131
356.65,0.1036
356.7,0.0619
356.75,0.036
356.8,0.036
356.85,0.0445
356.9,0.0667
356.95,0.0789
357,0.0746
357.05,0.0702
357.1,0.0653
357.15,0.0658
357.2,0.0749
357.25,0.0771
357.3,0.068
357.35,0.0673
357.4,0.0802
357.45,0.0919
357.5,0.1019
357.55,0.0972
357.6,0.0686
357.65,0.058
357.7,0.0766
357.75,0.0867
357.8,0.0829
357.85,0.0749
357.9,0.0601
357.95,0.0481
358,0.0406
358.05,0.0292
358.1,0.0112
358.15,0
358.2,0
358.25,0
358.3,0
358.35,0
358.4,0
358.45,0
358.5,0
358.55,0
358.6,0
358.65,0.0193
358.7,0.0703
358.75,0.0825
358.8,0.0316
358.85,0.0097
358.9,0.0351
358.95,0.0509
359,0.0509
359.05,0.0509
359.1,0.0509
359.15,0.0481
359.2,0.0406
359.25,0.0445
359.3,0.0667
359.35,0.072
359.4,0.0498
359.45,0.0459
359.5,0.072
359.55,0.0783
359.6,0.0522
359.65,0.0388
359.7,0.0463
359.75,0.0481
359.8,0.0406
359.85,0.0292
359.9,0.0112
359.95,0
360,0
360.05,0.029
360.1,0.1054
360.15,0.1442
360.2,0.1219
360.25,0.0875
360.3,0.0335
360.35,0.0193
360.4,0.0703
360.45,0.0922
360.5,0.0667
360.55,0.0481
360.6,0.0406
360.65,0.036
360.7,0.036
360.75,0.0292
360.8,0.0112
360.85,0
360.9,0
360.95,0
361,0
361.05,0.0168
361.1,0.0608
361.15,0.0833
361.2,0.0704
361.25,0.0624
361.3,0.0624
361.35,0.0573
361.4,0.0442
361.45,0.0292
361.5,0.0112
361.55,0
361.6,0
361.65,0
361.7,0
361.75,0
361.8,0
361.85,0.0137
361.9,0.0497
361.95,0.0799
362,0.1009
362.05,0.1138
362.1,0.1138
362.15,0.1075
362.2,0.0908
362.25,0.0771
362.3,0.068
362.35,0.0642
362.4,0.069
362.45,0.0736
362.5,0.0779
362.55,0.0749
362.6,0.0601
362.65,0.0531
362.7,0.0588
362.75,0.0573
362.8,0.0442
362.85,0.036
362.9,0.036
362.95,0.0388
363,0.0463
363.05,0.0412
363.1,0.0158
363.15,0.0118
363.2,0.043
363.25,0.0602
363.3,0.0545
363.35,0.0481
363.4,0.0406
363.45,0.036
363.5,0.036
363.55,0.0292
363.6,0.0112
363.65,0
363.7,0
363.75,0
363.8,0
363.85,0
363.9,0
363.95,0
364,0
364.05,0
364.1,0
364.15,0
364.2,0
364.25,0
364.3,0
364.35,0
364.4,0
364.45,0
364.5,0
364.55,0.0193
364.6,0.0703
364.65,0.1081
364.7,0.1245
364.75,0.1296
364.8,0.1163
364.85,0.0972
364.9,0.0686
364.95,0.0531
365,0.0588
365.05,0.0602
365.1,0.0545
365.15,0.0481
365.2,0.0406
365.25,0.036
365.3,0.036
365.35,0.0292
365.4,0.0112
365.45,0
365.5,0
365.55,0
365.6,0
365.65,0
365.7,0
365.75,0.0097
365.8,0.0351
365.85,0.058
365.9,0.0766
365.95,0.0833
366,0.0704
366.05,0.0673
366.1,0.0802
366.15,0.0908
366.2,0.0976
366.25,0.0922
366.3,0.0667
366.35,0.0481
366.4,0.0406
366.45,0.0388
366.5,0.0463
366.55,0.0412
366.6,0.0158
366.65,0
366.7,0
366.75,0.0205
366.8,0.0745
366.85,0.1121
366.9,0.123
366.95,0.117
367,0.0833
367.05,0.0602
367.1,0.0545
367.15,0.0481
367.2,0.0406
367.25,0.041
367.3,0.0542
367.35,0.0602
367.4,0.0545
367.45,0.058
367.5,0.0766
367.55,0.0783
367.6,0.0522
367.65,0.0428
367.7,0.0608
367.75,0.0889
367.8,0.1334
367.85,0.1646
367.9,0.1741
367.95,0.1555
368,0.0909
368.05,0.058
368.1,0.0766
368.15,0.0867
368.2,0.0829
368.25,0.0749
368.3,0.0601
368.35,0.0565
368.4,0.0713
368.45,0.0749
368.5,0.0601
368.55,0.0481
368.6,0.0406
368.65,0.0292
368.7,0.0112
368.75,0
368.8,0
368.85,0
368.9,0
368.95,0
369,0
369.05,0
369.1,0
369.15,0
369.2,0
369.25,0.0137
369.3,0.0497
369.35,0.068
369.4,0.0574
369.45,0.0531
369.5,0.0588
369.55,0.0505
369.6,0.0193
369.65,0
369.7,0
369.75,0
369.8,0
369.85,0
369.9,0
369.95,0.0153
370,0.0555
370.05,0.072
370.1,0.0498
370.15,0.0388
370.2,0.0463
370.25,0.0509
370.3,0.0509
370.35,0.0639
370.4,0.0982
370.45,0.1135
370.5,0.0979
370.55,0.0851
370.6,0.077
370.65,0.0777
370.7,0.0926
370.75,0.0893
370.8,0.0564
370.85,0.0428
370.9,0.0608
370.95,0.0777
371,0.0926
371.05,0.0978
371.1,0.0871
371.15,0.0749
371.2,0.0601
371.25,0.0618
371.3,0.0903
371.35,0.0993
371.4,0.0765
371.45,0.0673
371.5,0.0802
371.55,0.0882
371.6,0.0882
371.65,0.0961
371.7,0.1169
371.75,0.117
371.8,0.0833
371.85,0.0602
371.9,0.0545
371.95,0.0565
372,0.0713
372.05,0.0652
372.1,0.025
372.15,0
372.2,0
372.25,0.0153
372.3,0.0555
372.35,0.0749
372.4,0.0601
372.45,0.0412
372.5,0.0158
372.55,0
372.6,0
372.65,0
372.7,0
372.75,0
372.8,0
372.85,0
372.9,0
372.95,0
373,0
373.05,0
373.1,0
373.15,0
373.2,0
373.25,0.0068
373.3,0.0248
373.35,0.0388
373.4,0.0463
373.45,0.0531
373.5,0.0588
373.55,0.0602
373.6,0.0545
373.65,0.0668
373.7,0.1087
373.75,0.121
373.8,0.0848
373.85,0.0673
373.9,0.0802
373.95,0.0882
374,0.0882
374.05,0.0783
374.1,0.0522
374.15,0.0445
374.2,0.0667
374.25,0.0749
374.3,0.0601
374.35,0.0565
374.4,0.0713
374.45,0.0805
374.5,0.0805
374.55,0.0857
374.6,0.0995
374.65,0.0943
374.7,0.0583
374.75,0.0292
374.8,0.0112
374.85,0.0168
374.9,0.0608
374.95,0.0811
375,0.0625
375.05,0.0481
375.1,0.0406
375.15,0.0388
375.2,0.0463
375.25,0.0412
375.3,0.0158
375.35,0
375.4,0
375.45,0
375.5,0
375.55,0
375.6,0
375.65,0
375.7,0
375.75,0
375.8,0
375.85,0.0068
375.9,0.0248
375.95,0.0445
376,0.0667
376.05,0.0749
376.1,0.0601
376.15,0.0509
376.2,0.0509
376.25,0.058
376.3,0.0766
376.35,0.0833
376.4,0.0704
376.45,0.0658
376.5,0.0749
376.55,0.072
376.6,0.0498
376.65,0.0388
376.7,0.0463
376.75,0.0412
376.8,0.0158
376.85,0
376.9,0
376.95,0
377,0
377.05,0
377.1,0
377.15,0
377.2,0
377.25,0.0137
377.3,0.0497
377.35,0.068
377.4,0.0574
377.45,0.0509
377.5,0.0509
377.55,0.0565
377.6,0.0713
377.65,0.0805
377.7,0.0805
377.75,0.0805
377.8,0.0805
377.85,0.0749
377.9,0.0601
377.95,0.0481
378,0.0406
378.05,0.0292
378.1,0.0112
378.15,0
378.2,0
378.25,0
378.3,0
378.35,0
378.4,0
378.45,0
378.5,0
378.55,0
378.6,0
378.65,0
378.7,0
378.75,0
378.8,0
378.85,0
378.9,0
378.95,0
379,0
379.05,0
379.1,0
379.15,0
379.2,0
379.25,0
379.3,0
379.35,0
379.4,0
379.45,0
379.5,0
379.55,0
379.6,0
379.65,0
379.7,0
379.75,0
379.8,0
379.85,0.0118
379.9,0.043
379.95,0.0602
380,0.0545
380.05,0.0509
380.1,0.0509
380.15,0.0412
380.2,0.0158
380.25,0
380.3,0
380.35,0
380.4,0
380.45,0
380.5,0
380.55,0
380.6,0
380.65,0
380.7,0
380.75,0.0168
380.8,0.0608
380.85,0.0811
380.9,0.0625
380.95,0.0618
381,0.0903
381.05,0.1042
381.1,0.0943
381.15,0.0833
381.2,0.0704
381.25,0.071
381.3,0.0938
381.35,0.1028
381.4,0.089
381.45,0.0805
381.5,0.0805
381.55,0.0749
381.6,0.0601
381.65,0.0509
381.7,0.0509
381.75,0.0565
381.8,0.0713
381.85,0.082
381.9,0.0858
381.95,0.0882
382,0.0882
382.05,0.0931
382.1,0.1059
382.15,0.1019
382.2,0.0704
382.25,0.0531
382.3,0.0588
382.35,0.0673
382.4,0.0802
382.45,0.0882
382.5,0.0882
382.55,0.0811
382.6,0.0625
382.65,0.0481
382.7,0.0406
382.75,0.0459
382.8,0.072
382.85,0.0714
382.9,0.0273
382.95,0
383,0
383.05,0.0118
383.1,0.043
383.15,0.0658
383.2,0.0749
383.25,0.0805
383.3,0.0805
383.35,0.0987
383.4,0.1466
383.45,0.1581
383.5,0.1102
383.55,0.0749
383.6,0.0601
383.65,0.0509
383.7,0.0509
383.75,0.0481
383.8,0.0406
383.85,0.0548
383.9,0.1041
383.95,0.1338
384,0.1313
384.05,0.112
384.1,0.0651
384.15,0.0485
384.2,0.0814
384.25,0.0922
384.3,0.0667
384.35,0.0481
384.4,0.0406
384.45,0.0548
384.5,0.1041
384.55,0.1228
384.6,0.0914
384.65,0.0652
384.7,0.0472
384.75,0.0388
384.8,0.0463
384.85,0.0412
384.9,0.0158
384.95,0.0168
385,0.0608
385.05,0.0783
385.1,0.0522
385.15,0.0548
385.2,0.1041
385.25,0.1244
385.3,0.0973
385.35,0.0749
385.4,0.0601
385.45,0.0531
385.5,0.0588
385.55,0.0573
385.6,0.0442
385.65,0.0292
385.7,0.0112
385.75,0
385.8,0
385.85,0.0118
385.9,0.043
385.95,0.0658
386,0.0749
386.05,0.0879
386.1,0.1073
386.15,0.1172
386.2,0.1115
386.25,0.1028
386.3,0.089
386.35,0.0749
386.4,0.0601
386.45,0.0565
386.5,0.0713
386.55,0.0749
386.6,0.0601
386.65,0.0531
386.7,0.0588
386.75,0.0573
386.8,0.0442
386.85,0.0388
386.9,0.0463
386.95,0.0412
387,0.0158
387.05,0
387.1,0
387.15,0
387.2,0
387.25,0
387.3,0
387.35,0
387.4,0
387.45,0.5864
387.5,2.1296
387.55,3.2639
387.6,3.731
387.65,4.2355
387.7,4.8013
387.75,5.4909
387.8,6.3826
387.85,7.2334
387.9,8.0178
387.95,8.8308
388,9.6906
388.05,10.6165
388.1,11.6502
388.15,12.6017
388.2,13.419
388.25,14.3228
388.3,15.3681
388.35,16.3276
388.4,17.1471
388.45,18.089
388.5,19.2305
388.55,20.2464
388.6,21.0572
388.65,21.8669
388.7,22.6746
388.75,23.2685
388.8,23.5132
388.85,23.7697
388.9,24.0452
388.95,24.3943
389,24.8635
389.05,25.1828
389.1,25.2576
389.15,25.3072
389.2,25.3155
389.25,25.4947
389.3,25.9524
389.35,26.3089
389.4,26.4999
389.45,26.763
389.5,27.1437
389.55,27.7196
389.6,28.614
389.65,29.4204
389.7,30.0833
389.75,30.8173
389.8,31.6675
389.85,32.5128
389.9,33.3502
389.95,34.1445
390,34.8685
390.05,35.5453
390.1,36.1449
390.15,36.7629
390.2,37.411
390.25,38.023
390.3,38.576
390.35,39.1691
390.4,39.8278
390.45,40.45
390.5,41.0127
390.55,41.4874
390.6,41.8182
390.65,42.2676
390.7,42.9107
390.75,43.5247
390.8,44.0914
390.85,44.7504
390.9,45.5599
390.95,46.2749
391,46.8354
391.05,47.4302
391.1,48.0809
391.15,48.7206
391.2,49.3425
391.25,49.9371
391.3,50.4874
391.35,50.9937
391.4,51.4283
391.45,51.5823
391.5,51.2784
391.55,50.753
391.6,49.8663
391.65,49.1311
391.7,48.6427
391.75,48.0832
391.8,47.4076
391.85,46.6535
391.9,45.7713
391.95,44.9619
392,44.2712
392.05,43.6527
392.1,43.1523
392.15,42.6704
392.2,42.219
392.25,41.7178
392.3,41.1354
392.35,40.5889
392.4,40.1012
392.45,39.6376
392.5,39.2136
392.55,38.7437
392.6,38.1991
392.65,37.6628
392.7,37.1401
392.75,36.6487
392.8,36.2081
392.85,35.8711
392.9,35.703
392.95,35.4634
393,35.1075
393.05,34.8484
393.1,34.7475
393.15,34.6903
393.2,34.7042
393.25,34.685
393.3,34.6117
393.35,34.5882
393.4,34.6462
393.45,34.9232
393.5,35.5577
393.55,36.1161
393.6,36.5501
393.65,36.9717
393.7,37.3733
393.75,37.847
393.8,38.4385
393.85,38.9927
393.9,39.4859
393.95,39.9848
394,40.493
394.05,41.0037
394.1,41.5183
394.15,41.9891
394.2,42.3886
394.25,42.8206
394.3,43.3059
394.35,43.6328
394.4,43.7016
394.45,43.3551
394.5,42.3314
394.55,41.5807
394.6,41.2755
394.65,40.8933
394.7,40.3852
394.75,39.7033
394.8,38.7377
394.85,37.8952
394.9,37.2538
394.95,36.5644
395,35.7966
395.05,34.9717
395.1,34.0535
395.15,33.1816
395.2,32.3852
395.25,31.589
395.3,30.7934
395.35,30.0395
395.4,29.354
395.45,28.6704
395.5,27.9899
395.55,27.3478
395.6,26.7683
395.65,26.2746
395.7,25.9211
395.75,25.5197
395.8,25.0401
395.85,24.5888
395.9,24.1836
395.95,23.9757
396,24.0894
396.05,24.132
396.1,24.0584
396.15,23.9966
396.2,23.9538
396.25,24.0199
396.3,24.2637
396.35,24.3715
396.4,24.2571
396.45,24.0959
396.5,23.8582
396.55,23.6558
396.6,23.5109
396.65,23.3875
396.7,23.2993
396.75,23.1448
396.8,22.882
396.85,22.8149
396.9,23.0668
396.95,23.4185
397,23.9331
397.05,24.4359
397.1,24.9198
397.15,25.4764
397.2,26.1515
397.25,26.8784
397.3,27.6899
397.35,28.6324
397.4,29.7887
397.45,30.8912
397.5,31.9063
397.55,32.8611
397.6,33.7176
397.65,34.6733
397.7,35.7911
397.75,36.8986
397.8,37.9894
397.85,39.052
397.9,40.069
397.95,41.0417
398,41.9423
398.05,42.972
398.1,44.2124
398.15,45.3148
398.2,46.1923
398.25,47.1501
398.3,48.239
398.35,49.2173
398.4,50.0152
